國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
中華民國,海霧,2020/09/17,海樂影業股份有限公司,"松露文化創意有限公司,愛奇藝電影集團香港有限公司,台灣太陽娛樂有限公司,非凡娛樂製作有限公司,兔將創意影業股份有限公司",5,433,31.21%,"35,630","50,736","11,457,443",20201116,11
香港,麥路人,2020/09/17,華映娛樂股份有限公司,寰亞電影製作有限公司##無限動力實業有限公司##北京拉近影業有限公司##寰亞電影發行(北京）有限公司##中影寰亞音像製品有限公司##墨客行影業（北京）有限公司##雅美星有限公司##霍爾果斯泰洋川禾文化傳媒有限公司##百代環球(北京)國際資產管理有限公司##北京林夕影業有限公司##北京大美寰宇影業有限公司##星光聯盟影業無錫有限公司,6,532,-12.21%,"41,220","17,994","3,878,336",20201123,11
中華民國,海霧,2020/09/17,海樂影業股份有限公司,"松露文化創意有限公司,愛奇藝電影集團香港有限公司,台灣太陽娛樂有限公司,非凡娛樂製作有限公司,兔將創意影業股份有限公司",5,265,-38.80%,"20,545","51,001","11,477,988",20201123,11
香港,麥路人,2020/09/17,華映娛樂股份有限公司,寰亞電影製作有限公司##無限動力實業有限公司##北京拉近影業有限公司##寰亞電影發行(北京）有限公司##中影寰亞音像製品有限公司##墨客行影業（北京）有限公司##雅美星有限公司##霍爾果斯泰洋川禾文化傳媒有限公司##百代環球(北京)國際資產管理有限公司##北京林夕影業有限公司##北京大美寰宇影業有限公司##星光聯盟影業無錫有限公司,5,257,-51.69%,"19,645","18,251","3,897,981",20201130,11
中華民國,海霧,2020/09/17,海樂影業股份有限公司,"松露文化創意有限公司,愛奇藝電影集團香港有限公司,台灣太陽娛樂有限公司,非凡娛樂製作有限公司,兔將創意影業股份有限公司",5,133,-49.81%,"9,450","51,134","11,487,438",20201130,11
香港,麥路人,2020/09/17,華映娛樂股份有限公司,寰亞電影製作有限公司##無限動力實業有限公司##北京拉近影業有限公司##寰亞電影發行(北京）有限公司##中影寰亞音像製品有限公司##墨客行影業（北京）有限公司##雅美星有限公司##霍爾果斯泰洋川禾文化傳媒有限公司##百代環球(北京)國際資產管理有限公司##北京林夕影業有限公司##北京大美寰宇影業有限公司##星光聯盟影業無錫有限公司,4,102,-60.31%,"9,795","18,353","3,907,776",20201207,12
中華民國,海霧,2020/09/17,海樂影業股份有限公司,"松露文化創意有限公司,愛奇藝電影集團香港有限公司,台灣太陽娛樂有限公司,非凡娛樂製作有限公司,兔將創意影業股份有限公司",1,43,-67.67%,"2,365","51,177","11,489,803",20201207,12
香港,麥路人,2020/09/17,華映娛樂股份有限公司,寰亞電影製作有限公司##無限動力實業有限公司##北京拉近影業有限公司##寰亞電影發行(北京）有限公司##中影寰亞音像製品有限公司##墨客行影業（北京）有限公司##雅美星有限公司##霍爾果斯泰洋川禾文化傳媒有限公司##百代環球(北京)國際資產管理有限公司##北京林夕影業有限公司##北京大美寰宇影業有限公司##星光聯盟影業無錫有限公司,1,49,-51.96%,"7,220","18,402","3,914,996",20201214,12
中華民國,海霧,2020/09/17,海樂影業股份有限公司,"松露文化創意有限公司,愛奇藝電影集團香港有限公司,台灣太陽娛樂有限公司,非凡娛樂製作有限公司,兔將創意影業股份有限公司",1,17,-60.47%,935,"51,194","11,490,738",20201214,12
香港,麥路人,2020/09/17,華映娛樂股份有限公司,寰亞電影製作有限公司##無限動力實業有限公司##北京拉近影業有限公司##寰亞電影發行(北京）有限公司##中影寰亞音像製品有限公司##墨客行影業（北京）有限公司##雅美星有限公司##霍爾果斯泰洋川禾文化傳媒有限公司##百代環球(北京)國際資產管理有限公司##北京林夕影業有限公司##北京大美寰宇影業有限公司##星光聯盟影業無錫有限公司,1,35,-28.57%,"5,220","18,437","3,920,216",20201221,12
中華民國,海霧,2020/09/17,海樂影業股份有限公司,"松露文化創意有限公司,愛奇藝電影集團香港有限公司,台灣太陽娛樂有限公司,非凡娛樂製作有限公司,兔將創意影業股份有限公司",1,43,152.94%,"4,670","51,237","11,495,408",20201221,12
中華民國,海霧,2020/09/17,海樂影業股份有限公司,"松露文化創意有限公司,愛奇藝電影集團香港有限公司,台灣太陽娛樂有限公司,非凡娛樂製作有限公司,兔將創意影業股份有限公司",1,68,58.14%,"7,580","51,305","11,502,988",20201228,12
香港,麥路人,2020/09/17,華映娛樂股份有限公司,寰亞電影製作有限公司##無限動力實業有限公司##北京拉近影業有限公司##寰亞電影發行(北京）有限公司##中影寰亞音像製品有限公司##墨客行影業（北京）有限公司##雅美星有限公司##霍爾果斯泰洋川禾文化傳媒有限公司##百代環球(北京)國際資產管理有限公司##北京林夕影業有限公司##北京大美寰宇影業有限公司##星光聯盟影業無錫有限公司,1,13,-62.86%,"1,820","18,450","3,922,036",20201228,12
南韓,整容液,2020/09/18,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,60,"24,609",17.81%,"5,872,740","45,497","10,924,073",20200921,9
中華民國,消失的情人節,2020/09/18,華文創股份有限公司,華文創股份有限公司##影一製作所股份有限公司##美商華納兄弟（遠東）股份有限公司台灣分公司##國賓影城股份有限公司##威像電影有限公司,100,"20,607",38.45%,"4,749,142","35,491","8,202,560",20200921,9
美國,重裝救援：全境獵殺,2020/09/18,車庫娛樂股份有限公司,RELAY MOTION KFT.,52,"9,362",-11.56%,"2,177,017","19,948","4,633,178",20200921,9
南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,46,"2,761",4.62%,"603,324","5,400","1,199,317",20200921,9
英國,皮諾丘的奇幻旅程,2020/09/18,海鵬影業有限公司,HANWAY FILMS LIMTED,31,"2,649",-13.03%,"596,063","5,695","1,316,112",20200921,9
日本,舞台 刀劍亂舞 悲傳 結目不如歸,2020/09/18,天馬行空數位有限公司,Marvelous Inc.,9,790,-45.96%,"564,040","2,252","1,584,160",20200921,9
中華民國,惡之畫,2020/09/18,積極電影有限公司,積極電影有限公司,25,"1,116",22.91%,"232,900","2,024","427,386",20200921,9
日本,《少女與戰車 最終章》第２話,2020/09/18,華藝娛樂股份有限公司,Hakuhodo DY music & pictures Inc.,16,796,-21.81%,"197,001","1,814","452,229",20200921,9
法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,4,464,45.91%,"99,570",782,"171,790",20200921,9
日本,啊，荒野 前篇,2020/09/18,車庫娛樂股份有限公司,"MYTHEATER D. D., INC.",8,172,-32.02%,"38,032",494,"106,537",20200921,9
菲律賓,不傻不愛,2020/09/18,威秀影城股份有限公司,"ABS-CBN Film Productions, Inc.",10,173,620.83%,"36,979",197,"41,984",20200921,9
日本,啊，荒野 後篇,2020/09/18,車庫娛樂股份有限公司,"MYTHEATER D. D., INC.",8,155,-7.19%,"33,395",376,"80,085",20200921,9
南韓,搖擺艷夏,2020/09/18,車庫娛樂股份有限公司,RELAY MOTION KFT.,9,63,-41.67%,"12,595",171,"34,882",20200921,9
日本,鋼鐵女孩：最後戰役,2020/09/18,車庫娛樂股份有限公司,CREI INC.,3,7,-73.08%,"1,285",33,"6,895",20200921,9
中華民國,消失的情人節,2020/09/18,華文創股份有限公司,華文創股份有限公司##影一製作所股份有限公司##美商華納兄弟（遠東）股份有限公司台灣分公司##國賓影城股份有限公司##威像電影有限公司,100,"23,547",14.27%,"5,437,302","59,038","13,639,862",20200928,9
南韓,整容液,2020/09/18,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,60,"13,956",-43.29%,"3,325,598","59,453","14,249,671",20200928,9
美國,重裝救援：全境獵殺,2020/09/18,車庫娛樂股份有限公司,RELAY MOTION KFT.,52,"2,041",-78.20%,"473,112","21,989","5,106,290",20200928,9
英國,皮諾丘的奇幻旅程,2020/09/18,海鵬影業有限公司,HANWAY FILMS LIMTED,29,788,-70.25%,"174,226","6,483","1,490,338",20200928,9
南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,38,730,-73.56%,"161,466","6,130","1,360,783",20200928,9
中華民國,惡之畫,2020/09/18,積極電影有限公司,積極電影有限公司,9,315,-71.77%,"72,430","2,339","499,816",20200928,9
日本,舞台 刀劍亂舞 悲傳 結目不如歸,2020/09/18,天馬行空數位有限公司,Marvelous Inc.,8,94,-88.10%,"68,240","2,346","1,652,400",20200928,9
日本,《少女與戰車 最終章》第２話,2020/09/18,華藝娛樂股份有限公司,Hakuhodo DY music & pictures Inc.,14,207,-73.99%,"50,903","2,021","503,132",20200928,9
法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,4,210,-54.74%,"47,385",992,"219,175",20200928,9
日本,啊，荒野 後篇,2020/09/18,車庫娛樂股份有限公司,"MYTHEATER D. D., INC.",4,42,-72.90%,"9,969",418,"90,054",20200928,9
日本,啊，荒野 前篇,2020/09/18,車庫娛樂股份有限公司,"MYTHEATER D. D., INC.",5,29,-83.14%,"7,307",523,"113,844",20200928,9
中華民國,消失的情人節,2020/09/18,華文創股份有限公司,華文創股份有限公司##影一製作所股份有限公司##美商華納兄弟（遠東）股份有限公司台灣分公司##國賓影城股份有限公司##威像電影有限公司,99,"19,066",-19.03%,"4,418,386","78,104","18,058,248",20201005,10
南韓,整容液,2020/09/18,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,58,"5,559",-60.17%,"1,317,994","65,020","15,569,480",20201005,10
英國,皮諾丘的奇幻旅程,2020/09/18,海鵬影業有限公司,HANWAY FILMS LIMTED,11,287,-63.58%,"63,765","6,770","1,554,103",20201005,10
南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,9,275,-62.33%,"61,145","6,405","1,421,928",20201005,10
美國,重裝救援：全境獵殺,2020/09/18,車庫娛樂股份有限公司,RELAY MOTION KFT.,23,211,-89.66%,"44,765","22,200","5,151,055",20201005,10
中華民國,惡之畫,2020/09/18,積極電影有限公司,積極電影有限公司,5,136,-56.83%,"31,285","2,475","531,101",20201005,10
法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,3,70,-66.67%,"15,325","1,062","234,500",20201005,10
日本,《少女與戰車 最終章》第２話,2020/09/18,華藝娛樂股份有限公司,Hakuhodo DY music & pictures Inc.,8,22,-89.37%,"5,400","2,043","508,532",20201005,10
日本,舞台 刀劍亂舞 悲傳 結目不如歸,2020/09/18,天馬行空數位有限公司,Marvelous Inc.,1,2,-97.87%,"1,480","2,348","1,653,880",20201005,10
中華民國,消失的情人節,2020/09/18,華文創股份有限公司,華文創股份有限公司##影一製作所股份有限公司##美商華納兄弟（遠東）股份有限公司台灣分公司##國賓影城股份有限公司##威像電影有限公司,92,"10,555",-44.64%,"2,465,064","88,659","20,523,312",20201012,10
南韓,整容液,2020/09/18,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,35,"2,143",-61.45%,"510,263","67,163","16,079,743",20201012,10
南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,5,206,-25.09%,"44,300","6,611","1,466,228",20201012,10
法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,2,58,-17.14%,"12,715","1,120","247,215",20201012,10
英國,皮諾丘的奇幻旅程,2020/09/18,海鵬影業有限公司,HANWAY FILMS LIMTED,1,43,-85.02%,"9,645","6,813","1,563,748",20201012,10
中華民國,惡之畫,2020/09/18,積極電影有限公司,積極電影有限公司,5,43,-68.38%,"9,620","2,518","540,721",20201012,10
美國,重裝救援：全境獵殺,2020/09/18,車庫娛樂股份有限公司,RELAY MOTION KFT.,3,12,-94.31%,"2,400","22,212","5,153,455",20201012,10
日本,《少女與戰車 最終章》第２話,2020/09/18,華藝娛樂股份有限公司,Hakuhodo DY music & pictures Inc.,1,1,-95.45%,220,"2,044","508,752",20201012,10
中華民國,消失的情人節,2020/09/18,華文創股份有限公司,華文創股份有限公司##影一製作所股份有限公司##美商華納兄弟（遠東）股份有限公司台灣分公司##國賓影城股份有限公司##威像電影有限公司,76,"5,949",-43.64%,"1,395,412","94,608","21,918,724",20201019,10
南韓,整容液,2020/09/18,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,21,810,-62.20%,"188,713","67,973","16,268,456",20201019,10
英國,皮諾丘的奇幻旅程,2020/09/18,海鵬影業有限公司,HANWAY FILMS LIMTED,2,64,48.84%,"13,175","6,877","1,576,923",20201019,10
南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,1,64,-68.93%,"13,125","6,675","1,479,353",20201019,10
法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,2,9,-84.48%,"2,110","1,129","249,325",20201019,10
美國,重裝救援：全境獵殺,2020/09/18,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,5,-58.33%,"1,020","22,217","5,154,475",20201019,10
中華民國,惡之畫,2020/09/18,積極電影有限公司,積極電影有限公司,2,1,-97.67%,200,"2,519","540,921",20201019,10
中華民國,消失的情人節,2020/09/18,華文創股份有限公司,華文創股份有限公司##影一製作所股份有限公司##美商華納兄弟（遠東）股份有限公司台灣分公司##國賓影城股份有限公司##威像電影有限公司,67,"3,193",-46.33%,"742,936","97,801","22,661,660",20201026,10
南韓,整容液,2020/09/18,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,13,230,-71.60%,"52,275","68,203","16,320,731",20201026,10
南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,2,194,203.13%,"40,910","6,869","1,520,263",20201026,10
中華民國,惡之畫,2020/09/18,積極電影有限公司,積極電影有限公司,1,4,300.00%,790,"2,523","541,711",20201026,10
美國,重裝救援：全境獵殺,2020/09/18,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,0,-100.00%,0,"22,217","5,154,475",20201026,10
中華民國,消失的情人節,2020/09/18,華文創股份有限公司,華文創股份有限公司##影一製作所股份有限公司##美商華納兄弟（遠東）股份有限公司台灣分公司##國賓影城股份有限公司##威像電影有限公司,44,"1,380",-56.78%,"311,420","99,181","22,973,080",20201102,11
南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,2,154,-20.62%,"17,260","7,023","1,537,523",20201102,11
南韓,整容液,2020/09/18,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,1,11,-95.22%,"2,240","68,214","16,322,971",20201102,11
中華民國,消失的情人節,2020/09/18,華文創股份有限公司,華文創股份有限公司##影一製作所股份有限公司##美商華納兄弟（遠東）股份有限公司台灣分公司##國賓影城股份有限公司##威像電影有限公司,27,948,-31.30%,"208,150","100,129","23,181,230",20201109,11
南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,5,319,107.14%,"25,330","7,342","1,562,853",20201109,11
菲律賓,不傻不愛,2020/09/18,威秀影城股份有限公司,"ABS-CBN Film Productions, Inc.",1,43,0.00%,"8,490",240,"50,474",20201109,11
法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,1,28,0.00%,"4,480","1,157","253,805",20201116,11
南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,7,415,30.09%,"34,580","7,757","1,597,433",20201116,11
中華民國,消失的情人節,2020/09/18,華文創股份有限公司,華文創股份有限公司##影一製作所股份有限公司##美商華納兄弟（遠東）股份有限公司台灣分公司##國賓影城股份有限公司##威像電影有限公司,25,"2,774",192.62%,"645,126","102,903","23,826,356",20201116,11
中華民國,消失的情人節,2020/09/18,華文創股份有限公司,華文創股份有限公司##影一製作所股份有限公司##美商華納兄弟（遠東）股份有限公司台灣分公司##國賓影城股份有限公司##威像電影有限公司,49,"16,065",479.13%,"3,844,498","118,968","27,670,854",20201123,11
南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,6,296,-28.67%,"25,405","8,053","1,622,838",20201123,11
法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,1,45,60.71%,"6,910","1,202","260,715",20201123,11
中華民國,消失的情人節,2020/09/18,華文創股份有限公司,華文創股份有限公司##影一製作所股份有限公司##美商華納兄弟（遠東）股份有限公司台灣分公司##國賓影城股份有限公司##威像電影有限公司,51,"10,558",-34.28%,"2,523,487","129,526","30,194,341",20201130,11
南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,5,124,-58.11%,"11,905","8,177","1,634,743",20201130,11
法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,1,16,-64.44%,"2,450","1,218","263,165",20201130,11
中華民國,消失的情人節,2020/09/18,華文創股份有限公司,華文創股份有限公司##影一製作所股份有限公司##美商華納兄弟（遠東）股份有限公司台灣分公司##國賓影城股份有限公司##威像電影有限公司,49,"5,326",-49.55%,"1,248,220","134,852","31,442,561",20201207,12
英國,皮諾丘的奇幻旅程,2020/09/18,海鵬影業有限公司,HANWAY FILMS LIMTED,3,252,0.00%,"16,350","7,129","1,593,273",20201207,12
法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,3,123,668.75%,"12,530","1,341","275,695",20201207,12
南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,2,20,-83.87%,"2,480","8,197","1,637,223",20201207,12
中華民國,消失的情人節,2020/09/18,華文創股份有限公司,華文創股份有限公司##影一製作所股份有限公司##美商華納兄弟（遠東）股份有限公司台灣分公司##國賓影城股份有限公司##威像電影有限公司,36,"1,803",-66.15%,"410,509","136,655","31,853,070",20201214,12
英國,皮諾丘的奇幻旅程,2020/09/18,海鵬影業有限公司,HANWAY FILMS LIMTED,3,320,26.98%,"19,630","7,449","1,612,903",20201214,12
法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,2,171,39.02%,"17,120","1,512","292,815",20201214,12
中華民國,消失的情人節,2020/09/18,華文創股份有限公司,華文創股份有限公司##影一製作所股份有限公司##美商華納兄弟（遠東）股份有限公司台灣分公司##國賓影城股份有限公司##威像電影有限公司,14,647,-64.12%,"147,485","137,302","32,000,555",20201221,12
英國,皮諾丘的奇幻旅程,2020/09/18,海鵬影業有限公司,HANWAY FILMS LIMTED,3,214,-33.13%,"13,710","7,663","1,626,613",20201221,12
法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,2,90,-47.37%,"8,610","1,602","301,425",20201221,12
中華民國,消失的情人節,2020/09/18,華文創股份有限公司,華文創股份有限公司##影一製作所股份有限公司##美商華納兄弟（遠東）股份有限公司台灣分公司##國賓影城股份有限公司##威像電影有限公司,8,376,-41.89%,"85,355","137,678","32,085,910",20201228,12
英國,皮諾丘的奇幻旅程,2020/09/18,海鵬影業有限公司,HANWAY FILMS LIMTED,3,73,-65.89%,"4,780","7,736","1,631,393",20201228,12
法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,1,22,-75.56%,"1,920","1,624","303,345",20201228,12
日本,電影哆啦A夢：大雄的新恐龍,2020/09/25,車庫娛樂股份有限公司,"TOHO CO., LTD.",55,"59,688",76.55%,"14,051,575","93,496","21,975,262",20200928,9
美國,法蒂瑪的奇蹟,2020/09/25,車庫娛樂股份有限公司,FREEWAY ENTERTAINMENT KFT.,46,"2,294",-30.44%,"487,321","5,592","1,198,789",20200928,9
巴西,殺戮荒村,2020/09/25,捷傑有限公司,SBS Distribution,16,"1,210",-38.61%,"278,627","3,181","738,982",20200928,9
日本,性之劇藥,2020/09/25,提恩傳媒實業有限公司,DMM.com LLC,11,290,49.48%,"70,987",484,"118,338",20200928,9
日本,太陽之家,2020/09/25,天馬行空數位有限公司,"Nagoya broadcasting Network Co., Ltd.",10,299,-23.92%,"59,287",692,"145,163",20200928,9
日本,重啟咲良田,2020/09/25,太閃娛樂股份有限公司,HAKUHODO DY MUSIC& PICTURES INC.,6,66,-71.30%,"15,137",296,"69,851",20200928,9
日本,重啟咲良田,2020/09/25,太閃娛樂股份有限公司,HAKUHODO DY MUSIC& PICTURES INC.,6,49,-75.62%,"10,960",250,"59,139",20200928,9
南韓,情慾對決,2020/09/25,車庫娛樂股份有限公司,RELAY MOTION KFT.,3,43,-18.87%,"9,845",96,"21,090",20200928,9
印度,叢林拳霸,2020/09/25,車庫娛樂股份有限公司,AUTUMN SUN COMPANY LTD.,3,40,-61.90%,"9,265",145,"32,760",20200928,9
日本,電影哆啦A夢：大雄的新恐龍,2020/09/25,車庫娛樂股份有限公司,"TOHO CO., LTD.",56,"34,476",-42.24%,"8,118,347","127,972","30,093,609",20201005,10
美國,法蒂瑪的奇蹟,2020/09/25,車庫娛樂股份有限公司,FREEWAY ENTERTAINMENT KFT.,25,970,-57.72%,"207,830","6,562","1,406,619",20201005,10
巴西,殺戮荒村,2020/09/25,捷傑有限公司,SBS Distribution,16,414,-65.79%,"93,435","3,595","832,417",20201005,10
日本,性之劇藥,2020/09/25,提恩傳媒實業有限公司,DMM.com LLC,11,53,-81.72%,"12,200",537,"130,538",20201005,10
日本,太陽之家,2020/09/25,天馬行空數位有限公司,"Nagoya broadcasting Network Co., Ltd.",4,30,-89.97%,"6,110",722,"151,273",20201005,10
南韓,情慾對決,2020/09/25,車庫娛樂股份有限公司,RELAY MOTION KFT.,2,14,-67.44%,"3,325",110,"24,415",20201005,10
日本,重啟咲良田前篇,2020/09/25,太閃娛樂股份有限公司,HAKUHODO DY MUSIC& PICTURES INC.,1,10,-84.85%,"2,425",306,"72,276",20201005,10
日本,重啟咲良田後篇,2020/09/25,太閃娛樂股份有限公司,HAKUHODO DY MUSIC& PICTURES INC.,1,8,-83.67%,"1,895",258,"61,034",20201005,10
印度,叢林拳霸,2020/09/25,車庫娛樂股份有限公司,AUTUMN SUN COMPANY LTD.,2,7,-82.50%,"1,460",152,"34,220",20201005,10
日本,電影哆啦A夢：大雄的新恐龍,2020/09/25,車庫娛樂股份有限公司,"TOHO CO., LTD.",55,"14,333",-58.43%,"3,348,326","142,305","33,441,935",20201012,10
美國,法蒂瑪的奇蹟,2020/09/25,車庫娛樂股份有限公司,FREEWAY ENTERTAINMENT KFT.,7,659,-32.06%,"143,820","7,221","1,550,439",20201012,10
巴西,殺戮荒村,2020/09/25,捷傑有限公司,SBS Distribution,4,80,-80.68%,"18,010","3,675","850,427",20201012,10
日本,電影哆啦A夢：大雄的新恐龍,2020/09/25,車庫娛樂股份有限公司,"TOHO CO., LTD.",55,"7,941",-44.60%,"1,851,908","150,246","35,293,843",20201019,10
美國,法蒂瑪的奇蹟,2020/09/25,車庫娛樂股份有限公司,FREEWAY ENTERTAINMENT KFT.,4,275,-58.27%,"57,550","7,496","1,607,989",20201019,10
巴西,殺戮荒村,2020/09/25,捷傑有限公司,SBS Distribution,2,25,-68.75%,"5,640","3,700","856,067",20201019,10
日本,電影哆啦A夢：大雄的新恐龍,2020/09/25,車庫娛樂股份有限公司,"TOHO CO., LTD.",45,"3,452",-56.53%,"804,965","153,698","36,098,808",20201026,10
美國,法蒂瑪的奇蹟,2020/09/25,車庫娛樂股份有限公司,FREEWAY ENTERTAINMENT KFT.,2,113,-58.91%,"22,600","7,609","1,630,589",20201026,10
日本,重啟咲良田後篇,2020/09/25,太閃娛樂股份有限公司,HAKUHODO DY MUSIC& PICTURES INC.,1,1,0.00%,220,259,"61,254",20201026,10
日本,電影哆啦A夢：大雄的新恐龍,2020/09/25,車庫娛樂股份有限公司,"TOHO CO., LTD.",32,"1,845",-46.55%,"432,620","155,543","36,531,428",20201102,11
日本,重啟咲良田前篇,2020/09/25,太閃娛樂股份有限公司,HAKUHODO DY MUSIC& PICTURES INC.,1,1,0.00%,310,307,"72,586",20201102,11
日本,重啟咲良田後篇,2020/09/25,太閃娛樂股份有限公司,HAKUHODO DY MUSIC& PICTURES INC.,1,1,0.00%,310,260,"61,564",20201102,11
日本,電影哆啦A夢：大雄的新恐龍,2020/09/25,車庫娛樂股份有限公司,"TOHO CO., LTD.",19,"1,399",-24.17%,"325,543","156,942","36,856,971",20201109,11
日本,太陽之家,2020/09/25,天馬行空數位有限公司,"Nagoya broadcasting Network Co., Ltd.",1,30,0.00%,"4,800",752,"156,073",20201109,11
日本,電影哆啦A夢：大雄的新恐龍,2020/09/25,車庫娛樂股份有限公司,"TOHO CO., LTD.",10,789,-43.60%,"176,924","157,731","37,033,895",20201116,11
日本,太陽之家,2020/09/25,天馬行空數位有限公司,"Nagoya broadcasting Network Co., Ltd.",1,37,23.33%,"5,640",789,"161,713",20201116,11
日本,電影哆啦A夢：大雄的新恐龍,2020/09/25,車庫娛樂股份有限公司,"TOHO CO., LTD.",7,264,-66.54%,"59,810","157,995","37,093,705",20201123,11
日本,太陽之家,2020/09/25,天馬行空數位有限公司,"Nagoya broadcasting Network Co., Ltd.",1,9,-75.68%,"1,350",798,"163,063",20201123,11
日本,電影哆啦A夢：大雄的新恐龍,2020/09/25,車庫娛樂股份有限公司,"TOHO CO., LTD.",3,342,29.55%,"70,330","158,337","37,164,035",20201130,11
日本,電影哆啦A夢：大雄的新恐龍,2020/09/25,車庫娛樂股份有限公司,"TOHO CO., LTD.",1,70,-79.53%,"15,645","158,407","37,179,680",20201207,12
日本,電影哆啦A夢：大雄的新恐龍,2020/09/25,車庫娛樂股份有限公司,"TOHO CO., LTD.",1,47,-32.86%,"11,030","158,454","37,190,710",20201214,12
日本,太陽之家,2020/09/25,天馬行空數位有限公司,"Nagoya broadcasting Network Co., Ltd.",1,22,0.00%,"3,520",820,"166,583",20201214,12
日本,電影哆啦A夢：大雄的新恐龍,2020/09/25,車庫娛樂股份有限公司,"TOHO CO., LTD.",1,27,-42.55%,"6,230","158,481","37,196,940",20201221,12
日本,太陽之家,2020/09/25,天馬行空數位有限公司,"Nagoya broadcasting Network Co., Ltd.",1,36,63.64%,"5,360",856,"171,943",20201221,12
巴西,殺戮荒村,2020/09/25,捷傑有限公司,SBS Distribution,1,20,0.00%,"3,200","3,720","859,267",20201221,12
日本,電影哆啦A夢：大雄的新恐龍,2020/09/25,車庫娛樂股份有限公司,"TOHO CO., LTD.",2,59,118.52%,"11,750","158,540","37,208,690",20201228,12
巴西,殺戮荒村,2020/09/25,捷傑有限公司,SBS Distribution,1,36,80.00%,"5,580","3,756","864,847",20201228,12
日本,太陽之家,2020/09/25,天馬行空數位有限公司,"Nagoya broadcasting Network Co., Ltd.",1,10,-72.22%,"1,400",866,"173,343",20201228,12
中華民國,刻在你心底的名字,2020/09/30,氧氣電影有限公司,滿滿額娛樂股份有限公司##氧氣電影有限公司##百聿數碼創意股份有限公司##中環國際娛樂事業股份有限公司##三皇生物科技股份有限公司,103,"99,578",-1.85%,"23,295,073","227,560","53,224,107",20201005,10
日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",42,"29,229",-40.88%,"7,289,679","78,666","19,556,186",20201005,10
